wav_path,speaker_id,nativeness,gender,speaker_num,sentence,repetition
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence6/Sp17_NF_S6_5.wav,N_Sp17_F,native,F,17,6,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence6/Sp17_NF_S6_2.wav,N_Sp17_F,native,F,17,6,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence6/Sp17_NF_S6_4.wav,N_Sp17_F,native,F,17,6,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence10/Sp17_NF_S10_2.wav,N_Sp17_F,native,F,17,10,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence10/Sp17_NF_S10_4.wav,N_Sp17_F,native,F,17,10,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence10/Sp17_NF_S10_1.wav,N_Sp17_F,native,F,17,10,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence10/Sp17_NF_S10_5.wav,N_Sp17_F,native,F,17,10,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence10/Sp17_NF_S10_3.wav,N_Sp17_F,native,F,17,10,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence1/Sp17_NF_S1_4.wav,N_Sp17_F,native,F,17,1,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence1/Sp17_NF_S1_1.wav,N_Sp17_F,native,F,17,1,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence1/Sp17_NF_S1_5.wav,N_Sp17_F,native,F,17,1,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence1/Sp17_NF_S1_2.wav,N_Sp17_F,native,F,17,1,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence1/Sp17_NF_S1_3.wav,N_Sp17_F,native,F,17,1,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence8/Sp17_NF_S8_5.wav,N_Sp17_F,native,F,17,8,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence8/Sp17_NF_S8_4.wav,N_Sp17_F,native,F,17,8,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence8/Sp17_NF_S8_3.wav,N_Sp17_F,native,F,17,8,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence8/Sp17_NF_S8_2.wav,N_Sp17_F,native,F,17,8,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence8/Sp17_NF_S8_1.wav,N_Sp17_F,native,F,17,8,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence9/Sp17_NF_S9_1.wav,N_Sp17_F,native,F,17,9,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence9/Sp17_NF_S9_3.wav,N_Sp17_F,native,F,17,9,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence9/Sp17_NF_S9_4.wav,N_Sp17_F,native,F,17,9,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence9/Sp17_NF_S9_5.wav,N_Sp17_F,native,F,17,9,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence9/Sp17_NF_S9_2.wav,N_Sp17_F,native,F,17,9,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence7/Sp17_NF_S7_5.wav,N_Sp17_F,native,F,17,7,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence7/Sp17_NF_S7_4.wav,N_Sp17_F,native,F,17,7,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence7/Sp17_NF_S7_2.wav,N_Sp17_F,native,F,17,7,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence7/Sp17_NF_S7_3.wav,N_Sp17_F,native,F,17,7,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence7/Sp17_NF_S7_1.wav,N_Sp17_F,native,F,17,7,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence4/Sp17_NF_S4_1.wav,N_Sp17_F,native,F,17,4,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence4/Sp17_NF_S4_3.wav,N_Sp17_F,native,F,17,4,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence4/Sp17_NF_S4_5.wav,N_Sp17_F,native,F,17,4,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence4/Sp17_NF_S4_2.wav,N_Sp17_F,native,F,17,4,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence4/Sp17_NF_S4_4.wav,N_Sp17_F,native,F,17,4,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence2/Sp17_NF_S2_1.wav,N_Sp17_F,native,F,17,2,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence2/Sp17_NF_S2_5.wav,N_Sp17_F,native,F,17,2,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence2/Sp17_NF_S2_2.wav,N_Sp17_F,native,F,17,2,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence2/Sp17_NF_S2_3.wav,N_Sp17_F,native,F,17,2,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker17/sentence2/Sp17_NF_S2_4.wav,N_Sp17_F,native,F,17,2,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence5/Sp12_NF_S5_4.wav,N_Sp12_F,native,F,12,5,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence5/Sp12_NF_S5_3.wav,N_Sp12_F,native,F,12,5,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence5/Sp12_NF_S5_5.wav,N_Sp12_F,native,F,12,5,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence5/Sp12_NF_S5_1.wav,N_Sp12_F,native,F,12,5,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence5/Sp12_NF_S5_2.wav,N_Sp12_F,native,F,12,5,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence6/Sp12_NF_S6_1.wav,N_Sp12_F,native,F,12,6,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence6/Sp12_NF_S6_3.wav,N_Sp12_F,native,F,12,6,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence6/Sp12_NF_S6_5.wav,N_Sp12_F,native,F,12,6,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence6/Sp12_NF_S6_2.wav,N_Sp12_F,native,F,12,6,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence6/Sp12_NF_S6_4.wav,N_Sp12_F,native,F,12,6,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence10/Sp12_NF_S10_4.wav,N_Sp12_F,native,F,12,10,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence10/Sp12_NF_S10_1.wav,N_Sp12_F,native,F,12,10,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence10/Sp12_NF_S10_2.wav,N_Sp12_F,native,F,12,10,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence10/Sp12_NF_S10_3.wav,N_Sp12_F,native,F,12,10,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence10/Sp12_NF_S10_5.wav,N_Sp12_F,native,F,12,10,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence1/Sp12_NF_S1_2.wav,N_Sp12_F,native,F,12,1,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence1/Sp12_NF_S1_3.wav,N_Sp12_F,native,F,12,1,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence1/Sp12_NF_S1_5.wav,N_Sp12_F,native,F,12,1,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence1/Sp12_NF_S1_4.wav,N_Sp12_F,native,F,12,1,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence1/Sp12_NF_S1_1.wav,N_Sp12_F,native,F,12,1,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence8/Sp12_NF_S8_5.wav,N_Sp12_F,native,F,12,8,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence8/Sp12_NF_S8_3.wav,N_Sp12_F,native,F,12,8,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence8/Sp12_NF_S8_4.wav,N_Sp12_F,native,F,12,8,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence8/Sp12_NF_S8_1.wav,N_Sp12_F,native,F,12,8,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence8/Sp12_NF_S8_2.wav,N_Sp12_F,native,F,12,8,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence9/Sp12_NF_S9_5.wav,N_Sp12_F,native,F,12,9,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence9/Sp12_NF_S9_4.wav,N_Sp12_F,native,F,12,9,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence9/Sp12_NF_S9_3.wav,N_Sp12_F,native,F,12,9,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence9/Sp12_NF_S9_1.wav,N_Sp12_F,native,F,12,9,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence9/Sp12_NF_S9_2.wav,N_Sp12_F,native,F,12,9,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence7/Sp12_NF_S7_5.wav,N_Sp12_F,native,F,12,7,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence7/Sp12_NF_S7_3.wav,N_Sp12_F,native,F,12,7,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence7/Sp12_NF_S7_4.wav,N_Sp12_F,native,F,12,7,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence7/Sp12_NF_S7_2.wav,N_Sp12_F,native,F,12,7,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence7/Sp12_NF_S7_1.wav,N_Sp12_F,native,F,12,7,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence4/Sp12_NF_S4_4.wav,N_Sp12_F,native,F,12,4,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence4/Sp12_NF_S4_1.wav,N_Sp12_F,native,F,12,4,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence4/Sp12_NF_S4_2.wav,N_Sp12_F,native,F,12,4,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence4/Sp12_NF_S4_3.wav,N_Sp12_F,native,F,12,4,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence4/Sp12_NF_S4_5.wav,N_Sp12_F,native,F,12,4,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence2/Sp12_NF_S2_5.wav,N_Sp12_F,native,F,12,2,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence2/Sp12_NF_S2_4.wav,N_Sp12_F,native,F,12,2,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence2/Sp12_NF_S2_3.wav,N_Sp12_F,native,F,12,2,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence2/Sp12_NF_S2_1.wav,N_Sp12_F,native,F,12,2,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker12/sentence2/Sp12_NF_S2_2.wav,N_Sp12_F,native,F,12,2,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence3/Sp20_NF_S3_4.wav,N_Sp20_F,native,F,20,3,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence3/Sp20_NF_S3_5.wav,N_Sp20_F,native,F,20,3,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence3/Sp20_NF_S3_1.wav,N_Sp20_F,native,F,20,3,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence3/Sp20_NF_S3_3.wav,N_Sp20_F,native,F,20,3,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence3/Sp20_NF_S3_2.wav,N_Sp20_F,native,F,20,3,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence5/Sp20_NF_S5_3.wav,N_Sp20_F,native,F,20,5,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence5/Sp20_NF_S5_1.wav,N_Sp20_F,native,F,20,5,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence5/Sp20_NF_S5_2.wav,N_Sp20_F,native,F,20,5,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence5/Sp20_NF_S5_4.wav,N_Sp20_F,native,F,20,5,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence5/Sp20_NF_S5_5.wav,N_Sp20_F,native,F,20,5,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence6/Sp20_NF_S6_4.wav,N_Sp20_F,native,F,20,6,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence6/Sp20_NF_S6_5.wav,N_Sp20_F,native,F,20,6,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence6/Sp20_NF_S6_3.wav,N_Sp20_F,native,F,20,6,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence6/Sp20_NF_S6_1.wav,N_Sp20_F,native,F,20,6,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence6/Sp20_NF_S6_2.wav,N_Sp20_F,native,F,20,6,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence10/Sp20_NF_S10_3.wav,N_Sp20_F,native,F,20,10,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence10/Sp20_NF_S10_2.wav,N_Sp20_F,native,F,20,10,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence10/Sp20_NF_S10_4.wav,N_Sp20_F,native,F,20,10,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence10/Sp20_NF_S10_5.wav,N_Sp20_F,native,F,20,10,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence10/Sp20_NF_S10_1.wav,N_Sp20_F,native,F,20,10,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence1/Sp20_NF_S1_1.wav,N_Sp20_F,native,F,20,1,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence1/Sp20_NF_S1_4.wav,N_Sp20_F,native,F,20,1,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence1/Sp20_NF_S1_5.wav,N_Sp20_F,native,F,20,1,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence1/Sp20_NF_S1_3.wav,N_Sp20_F,native,F,20,1,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence1/Sp20_NF_S1_2.wav,N_Sp20_F,native,F,20,1,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence8/Sp20_NF_S8_5.wav,N_Sp20_F,native,F,20,8,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence8/Sp20_NF_S8_4.wav,N_Sp20_F,native,F,20,8,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence8/Sp20_NF_S8_2.wav,N_Sp20_F,native,F,20,8,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence8/Sp20_NF_S8_3.wav,N_Sp20_F,native,F,20,8,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence8/Sp20_NF_S8_1.wav,N_Sp20_F,native,F,20,8,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S9_2.wav,N_Sp20_F,native,F,20,9,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S9_1.wav,N_Sp20_F,native,F,20,9,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S9_3.wav,N_Sp20_F,native,F,20,9,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S9_5.wav,N_Sp20_F,native,F,20,9,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S9_4.wav,N_Sp20_F,native,F,20,9,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence9/Sp20_NF_S10_5.wav,N_Sp20_F,native,F,20,10,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence7/Sp20_NF_S7_3.wav,N_Sp20_F,native,F,20,7,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence7/Sp20_NF_S7_4.wav,N_Sp20_F,native,F,20,7,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence7/Sp20_NF_S7_5.wav,N_Sp20_F,native,F,20,7,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence7/Sp20_NF_S7_1.wav,N_Sp20_F,native,F,20,7,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence7/Sp20_NF_S7_2.wav,N_Sp20_F,native,F,20,7,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence4/Sp20_NF_S4_3.wav,N_Sp20_F,native,F,20,4,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence4/Sp20_NF_S4_1.wav,N_Sp20_F,native,F,20,4,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence4/Sp20_NF_S4_4.wav,N_Sp20_F,native,F,20,4,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence4/Sp20_NF_S4_2.wav,N_Sp20_F,native,F,20,4,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence4/Sp20_NF_S4_5.wav,N_Sp20_F,native,F,20,4,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence2/Sp20_NF_S2_3.wav,N_Sp20_F,native,F,20,2,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence2/Sp20_NF_S2_4.wav,N_Sp20_F,native,F,20,2,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence2/Sp20_NF_S2_5.wav,N_Sp20_F,native,F,20,2,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence2/Sp20_NF_S2_2.wav,N_Sp20_F,native,F,20,2,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker20/sentence2/Sp20_NF_S2_1.wav,N_Sp20_F,native,F,20,2,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence3/Sp16_NF_S3_1.wav,N_Sp16_F,native,F,16,3,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence3/Sp16_NF_S3_4.wav,N_Sp16_F,native,F,16,3,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence3/Sp16_NF_S3_2.wav,N_Sp16_F,native,F,16,3,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence3/Sp16_NF_S3_3.wav,N_Sp16_F,native,F,16,3,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence3/Sp16_NF_S3_5.wav,N_Sp16_F,native,F,16,3,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence5/Sp16_NF_S5_1.wav,N_Sp16_F,native,F,16,5,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence5/Sp16_NF_S5_5.wav,N_Sp16_F,native,F,16,5,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence5/Sp16_NF_S5_2.wav,N_Sp16_F,native,F,16,5,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence5/Sp16_NF_S5_4.wav,N_Sp16_F,native,F,16,5,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence5/Sp16_NF_S5_3.wav,N_Sp16_F,native,F,16,5,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence6/Sp16_NF_S6_5.wav,N_Sp16_F,native,F,16,6,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence6/Sp16_NF_S6_3.wav,N_Sp16_F,native,F,16,6,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence6/Sp16_NF_S6_2.wav,N_Sp16_F,native,F,16,6,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence6/Sp16_NF_S6_4.wav,N_Sp16_F,native,F,16,6,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence6/Sp16_NF_S6_1.wav,N_Sp16_F,native,F,16,6,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence10/Sp16_NF_S10_5.wav,N_Sp16_F,native,F,16,10,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence10/Sp16_NF_S10_4.wav,N_Sp16_F,native,F,16,10,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence10/Sp16_NF_S10_3.wav,N_Sp16_F,native,F,16,10,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence10/Sp16_NF_S10_1.wav,N_Sp16_F,native,F,16,10,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence10/Sp16_NF_S10_2.wav,N_Sp16_F,native,F,16,10,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence1/Sp16_NF_S1_3.wav,N_Sp16_F,native,F,16,1,3
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence1/Sp16_NF_S1_4.wav,N_Sp16_F,native,F,16,1,4
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence1/Sp16_NF_S1_5.wav,N_Sp16_F,native,F,16,1,5
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence1/Sp16_NF_S1_1.wav,N_Sp16_F,native,F,16,1,1
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence1/Sp16_NF_S1_2.wav,N_Sp16_F,native,F,16,1,2
/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Females/Speaker16/sentence8/Sp16_NF_S8_3.wav,N_Sp16_F,native,F,16,8,3
